"GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"G29010904705012","291094705012","90","9"
"G29010904705021","291094705021","80","7"
"G29010904705022","291094705022","59","4"
"G29010904705023","291094705023","81","7"
"G29010904706011","291094706011","92","9"
"G29010904706012","291094706012","91","9"
"G29010904706013","291094706013","96","10"
"G29010904706014","291094706014","92","9"
"G29010904706021","291094706021","94","9"
"G29010904706022","291094706022","77","7"
"G29010904706023","291094706023","92","9"
"G29011109701001","291119701001","77","7"
"G29011109701002","291119701002","GQ","GQ"
"G29011109701003","291119701003","91","9"
"G29011109702001","291119702001","90","9"
"G29011109702002","291119702002","95","10"
"G29011109702003","291119702003","92","9"
"G29011109703001","291119703001","73","6"
"G29011109703002","291119703002","89","9"
"G29011109703003","291119703003","86","8"
"G29011109704001","291119704001","83","8"
"G29011109704002","291119704002","88","8"
"G29011308101001","291138101001","68","5"
"G29011308101002","291138101002","77","7"
"G29011308101003","291138101003","92","9"
"G29011308102031","291138102031","46","2"
"G29011308102032","291138102032","44","2"
"G29011308102033","291138102033","44","2"
"G29011308102041","291138102041","52","3"
"G29011308102051","291138102051","64","5"
"G29011308102052","291138102052","42","2"
"G29011308102053","291138102053","56","4"
"G29011308102061","291138102061","70","5"
"G29011308102062","291138102062","42","2"
"G29011308103051","291138103051","71","6"
"G29011308103052","291138103052","68","5"
"G29011308103053","291138103053","72","6"
"G29011308103054","291138103054","64","5"
"G29011308103055","291138103055","69","5"
"G29011308103061","291138103061","69","5"
"G29011308103062","291138103062","56","4"
"G29011308103071","291138103071","54","3"
"G29011308103072","291138103072","50","3"
"G29011308103081","291138103081","43","2"
"G29011308103082","291138103082","42","2"
"G29011308103083","291138103083","62","4"
"G29011308103084","291138103084","38","2"
"G29011308103085","291138103085","57","4"
"G29011308103091","291138103091","56","4"
"G29011308103092","291138103092","58","4"
"G29011308103093","291138103093","40","2"
"G29011308103101","291138103101","64","5"
"G29011308103102","291138103102","63","4"
"G29011308103103","291138103103","63","4"
"G29011308104011","291138104011","88","8"
"G29011308104012","291138104012","72","6"
"G29011308104013","291138104013","39","2"
"G29011308104021","291138104021","53","3"
"G29011308104022","291138104022","53","3"
"G29011504901001","291154901001","55","3"
"G29011504901002","291154901002","94","9"
"G29011504901003","291154901003","57","4"
"G29011504902001","291154902001","76","6"
"G29011504902002","291154902002","71","6"
"G29011504902003","291154902003","70","6"
"G29011504903001","291154903001","89","9"
"G29011504903002","291154903002","81","7"
"G29011504903003","291154903003","88","8"
"G29011504903004","291154903004","93","9"
"G29011504904001","291154904001","81","7"
"G29011504904002","291154904002","80","7"
"G29011504904003","291154904003","90","9"
"G29011504904004","291154904004","94","9"
"G29011504905001","291154905001","59","4"
"G29011504905002","291154905002","96","10"
"G29011704801001","291174801001","GQ","GQ"
"G29011704801002","291174801002","69","5"
"G29011704802001","291174802001","42","2"
"G29011704802002","291174802002","60","4"
"G29011704802003","291174802003","82","7"
"G29011704802004","291174802004","84","8"
"G29011704803001","291174803001","95","10"
"G29011704803002","291174803002","75","6"
"G29011704803003","291174803003","78","7"
"G29011704804001","291174804001","76","6"
"G29011704804002","291174804002","92","9"
"G29011704804003","291174804003","87","8"
"G29011704805001","291174805001","96","10"
"G29011704805002","291174805002","95","10"
"G29011900701011","291190701011","81","7"
"G29011900701012","291190701012","73","6"
"G29011900701021","291190701021","70","6"
"G29011900701022","291190701022","70","6"
"G29011900702001","291190702001","90","9"
"G29011900702002","291190702002","81","7"
"G29011900702003","291190702003","81","7"
"G29011900702004","291190702004","93","9"
"G29011900703001","291190703001","80","7"
"G29011900703002","291190703002","92","9"
"G29011900703003","291190703003","92","9"
"G29011900703004","291190703004","96","10"
"G29011900704011","291190704011","80","7"
"G29011900704012","291190704012","87","8"
"G29011900704021","291190704021","65","5"
"G29011900704022","291190704022","92","9"
"G29011900704023","291190704023","98","10"
"G29012109601001","291219601001","90","9"
"G29012109601002","291219601002","89","9"
"G29012109601003","291219601003","88","8"
"G29012109602001","291219602001","85","8"
"G29012109602002","291219602002","89","9"
"G29012109602003","291219602003","86","8"
"G29012109603001","291219603001","63","4"
"G29012109603002","291219603002","91","9"
"G29012109603003","291219603003","77","7"
"G29012109603004","291219603004","81","7"
"G29012109604001","291219604001","75","6"
"G29012109604002","291219604002","89","9"
"G29012109604003","291219604003","80","7"
"G29012109605001","291219605001","90","9"
"G29012109605002","291219605002","95","10"
"G29012109605003","291219605003","93","9"
"G29012109605004","291219605004","94","9"
"G29012309601001","291239601001","74","6"
"G29012309601002","291239601002","75","6"
"G29012309601003","291239601003","70","6"
"G29012309601004","291239601004","69","5"
"G29012309602011","291239602011","96","10"
"G29012309602012","291239602012","55","3"
"G29012309602021","291239602021","91","9"
"G29012309602022","291239602022","99","10"
"G29012309602023","291239602023","96","10"
"G29012309603001","291239603001","56","4"
"G29012309603002","291239603002","63","4"
"G29012309603003","291239603003","63","4"
"G29012508801001","291258801001","68","5"
"G29012508801002","291258801002","89","9"
"G29012508802981","291258802981","63","4"
"G29012508802982","291258802982","80","7"
"G29012508803001","291258803001","65","5"
"G29012508803002","291258803002","66","5"
"G29012508803003","291258803003","75","6"
"G29012709601001","291279601001","51","3"
"G29012709601002","291279601002","47","3"
"G29012709601003","291279601003","47","3"
"G29012709602001","291279602001","72","6"
"G29012709602002","291279602002","68","5"
"G29012709602003","291279602003","73","6"
"G29012709602004","291279602004","64","5"
"G29012709603001","291279603001","78","7"
"G29012709603002","291279603002","88","8"
"G29012709603003","291279603003","77","7"
"G29012709603004","291279603004","74","6"
"G29012709604001","291279604001","GQ","GQ"
"G29012709604002","291279604002","71","6"
"G29012709604003","291279604003","56","4"
"G29012709605001","291279605001","96","10"
"G29012709605002","291279605002","92","9"
"G29012709605003","291279605003","93","9"
"G29012709606001","291279606001","64","5"
"G29012709606002","291279606002","90","9"
"G29012709606003","291279606003","82","7"
"G29012709608001","291279608001","99","10"
"G29012709608002","291279608002","GQ","GQ"
"G29012709608003","291279608003","92","9"
"G29012709608004","291279608004","95","10"
"G29012709608005","291279608005","96","10"
"G29012709609001","291279609001","95","10"
"G29012709609002","291279609002","91","9"
"G29012709609003","291279609003","92","9"
"G29012709609004","291279609004","70","6"
"G29012904701001","291294701001","57","4"
"G29012904701002","291294701002","90","9"
"G29012904702001","291294702001","93","9"
"G29012904702002","291294702002","77","7"
"G29013109625011","291319625011","77","7"
"G29013109625012","291319625012","78","7"
"G29013109625013","291319625013","78","7"
"G29013109625021","291319625021","66","5"
"G29013109625022","291319625022","52","3"
"G29013109625023","291319625023","76","6"
"G29013109626001","291319626001","64","5"
"G29013109626002","291319626002","81","7"
"G29013109626003","291319626003","58","4"
"G29013109626004","291319626004","62","4"
"G29013109627011","291319627011","49","3"
"G29013109627012","291319627012","50","3"
"G29013109627021","291319627021","75","6"
"G29013109627022","291319627022","74","6"
"G29013109628011","291319628011","60","4"
"G29013109628012","291319628012","59","4"
"G29013109628021","291319628021","61","4"
"G29013109628022","291319628022","74","6"
"G29013109629011","291319629011","87","8"
"G29013109629012","291319629012","95","10"
"G29013109629013","291319629013","78","7"
"G29013109629014","291319629014","80","7"
"G29013109629021","291319629021","84","8"
"G29013309501001","291339501001","99","10"
"G29013309501002","291339501002","92","9"
"G29013309501003","291339501003","GQ","GQ"
"G29013309502001","291339502001","98","10"
"G29013309502002","291339502002","100","10"
"G29013309502003","291339502003","99","10"
"G29013309502004","291339502004","81","7"
"G29013309503001","291339503001","87","8"
"G29013309503002","291339503002","84","8"
"G29013309504001","291339504001","94","9"
"G29013309504002","291339504002","95","10"
"G29013309504003","291339504003","96","10"
"G29013309504004","291339504004","96","10"
"G29013503851001","291353851001","66","5"
"G29013503851002","291353851002","49","3"
"G29013503851003","291353851003","58","4"
"G29013503852001","291353852001","82","7"
"G29013503852002","291353852002","91","9"
"G29013503852003","291353852003","72","6"
"G29013503853001","291353853001","53","3"
"G29013503853002","291353853002","54","3"
"G29013503853003","291353853003","70","6"
"G29013503854001","291353854001","79","7"
"G29013503854002","291353854002","84","8"
"G29013503854003","291353854003","GQ","GQ"
"G29013709601001","291379601001","82","7"
"G29013709601002","291379601002","88","8"
"G29013709601003","291379601003","58","4"
"G29013709601004","291379601004","71","6"
"G29013709602001","291379602001","61","4"
"G29013709602002","291379602002","65","5"
"G29013709602003","291379602003","88","8"
"G29013709602004","291379602004","94","9"
"G29013709603001","291379603001","93","9"
"G29013709603002","291379603002","92","9"
"G29013709603003","291379603003","72","6"
"G29013909701001","291399701001","51","3"
"G29013909701002","291399701002","66","5"
"G29013909701003","291399701003","94","9"
"G29013909701004","291399701004","90","9"
"G29013909702001","291399702001","47","3"
"G29013909702002","291399702002","91","9"
"G29013909702003","291399702003","72","6"
"G29013909703001","291399703001","66","5"
"G29013909703002","291399703002","86","8"
"G29013909703003","291399703003","77","7"
"G29013909703004","291399703004","78","7"
"G29013909704001","291399704001","93","9"
"G29013909704002","291399704002","62","4"
"G29013909704003","291399704003","70","6"
"G29014104701001","291414701001","67","5"
"G29014104701002","291414701002","54","3"
"G29014104701003","291414701003","59","4"
"G29014104701004","291414701004","72","6"
"G29014104701005","291414701005","72","6"
"G29014104702001","291414702001","63","4"
"G29014104702002","291414702002","59","4"
"G29014104702003","291414702003","90","9"
"G29014104703001","291414703001","86","8"
"G29014104703002","291414703002","92","9"
"G29014104703003","291414703003","93","9"
"G29014104704011","291414704011","64","5"
"G29014104704021","291414704021","68","5"
"G29014104704022","291414704022","69","5"
"G29014104704023","291414704023","82","7"
"G29014104705011","291414705011","71","6"
"G29014104705012","291414705012","34","1"
"G29014104705021","291414705021","94","9"
"G29014104705022","291414705022","94","9"
"G29014104705031","291414705031","83","8"
"G29014104705032","291414705032","71","6"
"G29014309601001","291439601001","62","4"
"G29014309601002","291439601002","88","8"
"G29014309601003","291439601003","98","10"
"G29014309601004","291439601004","94","9"
"G29014309602001","291439602001","94","9"
"G29014309602002","291439602002","92","9"
"G29014309602003","291439602003","99","10"
"G29014309603001","291439603001","91","9"
"G29014309603002","291439603002","95","10"
"G29014309603003","291439603003","85","8"
"G29014309603004","291439603004","100","10"
"G29014309604001","291439604001","98","10"
"G29014309604002","291439604002","94","9"
"G29014309604003","291439604003","99","10"
"G29014309605001","291439605001","89","9"
"G29014309605002","291439605002","96","10"
"G29014309605003","291439605003","97","10"
"G29014309606001","291439606001","89","9"
"G29014309606002","291439606002","91","9"
"G29014309606003","291439606003","84","8"
"G29014309606004","291439606004","90","9"
"G29014500201001","291450201001","69","5"
"G29014500201002","291450201002","84","8"
"G29014500201003","291450201003","85","8"
"G29014500201004","291450201004","88","8"
"G29014500201005","291450201005","93","9"
"G29014500202001","291450202001","77","7"
"G29014500202002","291450202002","74","6"
"G29014500202003","291450202003","77","7"
"G29014500202004","291450202004","93","9"
"G29014500202005","291450202005","82","7"
"G29014500203001","291450203001","70","6"
"G29014500203002","291450203002","76","6"
"G29014500203003","291450203003","65","5"
"G29014500204011","291450204011","81","7"
"G29014500204012","291450204012","77","7"
"G29014500204013","291450204013","71","6"
"G29014500204021","291450204021","50","3"
"G29014500204022","291450204022","84","8"
"G29014500204023","291450204023","52","3"
"G29014500205011","291450205011","66","5"
"G29014500205012","291450205012","53","3"
"G29014500205013","291450205013","22","1"
"G29014500205021","291450205021","70","6"
"G29014500205022","291450205022","71","6"
"G29014500205023","291450205023","76","6"
"G29014500206011","291450206011","50","3"
"G29014500206012","291450206012","66","5"
"G29014500206013","291450206013","69","5"
"G29014500206014","291450206014","60","4"
"G29014500206021","291450206021","80","7"
"G29014500206022","291450206022","57","4"
"G29014500206023","291450206023","66","5"
"G29014500207001","291450207001","85","8"
"G29014500207002","291450207002","85","8"
"G29014500207003","291450207003","88","8"
"G29014500207004","291450207004","72","6"
"G29014500208001","291450208001","71","6"
"G29014500208002","291450208002","65","5"
"G29014500208003","291450208003","65","5"
"G29014500208004","291450208004","73","6"
"G29014500208005","291450208005","79","7"
"G29014500209001","291450209001","90","9"
"G29014500209002","291450209002","97","10"
"G29014500209003","291450209003","72","6"
"G29014500210001","291450210001","88","8"
"G29014500210002","291450210002","86","8"
"G29014704701001","291474701001","92","9"
"G29014704701002","291474701002","89","9"
"G29014704702001","291474702001","74","6"
"G29014704702002","291474702002","94","9"
"G29014704702003","291474702003","69","5"
"G29014704703011","291474703011","68","5"
"G29014704703021","291474703021","66","5"
"G29014704703022","291474703022","70","6"
"G29014704703023","291474703023","70","6"
"G29014704703024","291474703024","76","6"
"G29014704703025","291474703025","GQ","GQ"
"G29014704704001","291474704001","63","4"
"G29014704704002","291474704002","93","9"
"G29014704704003","291474704003","84","8"
"G29014704704004","291474704004","89","9"
"G29014704705001","291474705001","76","6"
"G29014704705002","291474705002","73","6"
"G29014704705003","291474705003","59","4"
"G29014704705004","291474705004","72","6"
"G29014904801001","291494801001","90","9"
"G29014904801002","291494801002","92","9"
"G29014904801003","291494801003","93","9"
"G29014904801004","291494801004","96","10"
"G29014904802001","291494802001","85","8"
"G29014904802002","291494802002","82","7"
"G29014904802003","291494802003","95","10"
"G29014904803001","291494803001","90","9"
"G29014904803002","291494803002","80","7"
"G29014904803003","291494803003","77","7"
"G29015104901001","291514901001","60","4"
"G29015104901002","291514901002","94","9"
"G29015104901003","291514901003","54","3"
"G29015104902001","291514902001","70","6"
"G29015104902002","291514902002","52","3"
"G29015104902003","291514902003","74","6"
"G29015104903001","291514903001","50","3"
"G29015104903002","291514903002","86","8"
"G29015104903003","291514903003","49","3"
"G29015104904001","291514904001","65","5"
"G29015104904002","291514904002","63","4"
"G29015304701011","291534701011","92","9"
"G29015304701012","291534701012","89","9"
"G29015304701013","291534701013","95","10"
"G29015304701021","291534701021","82","7"
"G29015304701022","291534701022","80","7"
"G29015304702001","291534702001","91","9"
"G29015304702002","291534702002","80","7"
"G29015304702003","291534702003","76","6"
"G29015304702004","291534702004","86","8"
"G29015304702005","291534702005","91","9"
"G29015504701001","291554701001","93","9"
"G29015504701002","291554701002","95","10"
"G29015504701003","291554701003","95","10"
"G29015504702001","291554702001","99","10"
"G29015504702002","291554702002","95","10"
"G29015504702003","291554702003","99","10"
"G29015504703001","291554703001","83","8"
"G29015504703002","291554703002","64","5"
"G29015504703003","291554703003","81","7"
"G29015504704001","291554704001","99","10"
"G29015504704002","291554704002","99","10"
"G29015504704003","291554704003","98","10"
"G29015504704004","291554704004","96","10"
"G29015504705001","291554705001","83","8"
"G29015504705002","291554705002","67","5"
"G29015504705003","291554705003","89","9"
"G29015504706001","291554706001","85","8"
"G29015504706002","291554706002","89","9"
"G29015504706003","291554706003","82","7"
"G29015704701001","291574701001","56","4"
"G29015704701002","291574701002","58","4"
"G29015704701003","291574701003","54","3"
"G29015704702001","291574702001","73","6"
"G29015704702002","291574702002","50","3"
"G29015704702003","291574702003","65","5"
"G29015704703001","291574703001","78","7"
"G29015704703002","291574703002","70","6"
"G29015704703003","291574703003","71","6"
"G29015704704001","291574704001","60","4"
"G29015704704002","291574704002","83","8"
"G29015704704003","291574704003","80","7"
"G29015704704004","291574704004","72","6"
"G29015704705001","291574705001","69","5"
"G29015704705002","291574705002","77","7"
"G29015704705003","291574705003","60","4"
"G29015904801001","291594801001","48","3"
"G29015904801002","291594801002","66","5"
"G29015904801003","291594801003","81","7"
"G29015904802001","291594802001","65","5"
"G29015904802002","291594802002","58","4"
"G29015904802003","291594802003","43","2"
"G29015904802004","291594802004","90","9"
"G29015904803001","291594803001","64","5"
"G29015904803002","291594803002","84","8"
"G29015904803003","291594803003","70","6"
"G29015904804001","291594804001","82","7"
"G29015904804002","291594804002","50","3"
"G29015904804003","291594804003","76","6"
"G29015904804004","291594804004","65","5"
"G29015904805001","291594805001","89","9"
"G29015904805002","291594805002","91","9"
"G29015904805003","291594805003","92","9"
"G29015904806001","291594806001","99","10"
"G29015904806002","291594806002","95","10"
"G29015904806003","291594806003","97","10"
"G29015904807001","291594807001","77","7"
"G29015904807002","291594807002","81","7"
"G29015904807003","291594807003","47","3"
"G29015904808001","291594808001","82","7"
"G29015904808002","291594808002","76","6"
"G29015904808003","291594808003","80","7"
"G29015904808004","291594808004","84","8"
"G29015904809001","291594809001","96","10"
"G29015904809002","291594809002","95","10"
"G29015904809003","291594809003","96","10"
"G29015904809004","291594809004","96","10"
"G29015904810001","291594810001","71","6"
"G29015904810002","291594810002","84","8"
"G29015904810003","291594810003","75","6"
"G29015904811001","291594811001","64","5"
"G29015904811002","291594811002","95","10"
"G29015904811003","291594811003","90","9"
"G29015904811004","291594811004","90","9"
"G29015904811005","291594811005","74","6"
"G29016108901001","291618901001","63","4"
"G29016108901002","291618901002","61","4"
"G29016108901003","291618901003","63","4"
"G29016108901004","291618901004","58","4"
"G29016108902001","291618902001","78","7"
"G29016108902002","291618902002","85","8"
"G29016108902003","291618902003","87","8"
"G29016108902004","291618902004","81","7"
"G29016108902005","291618902005","82","7"
"G29016108902006","291618902006","82","7"
"G29016108902007","291618902007","82","7"
"G29016108903011","291618903011","75","6"
"G29016108903012","291618903012","67","5"
"G29016108903013","291618903013","74","6"
"G29016108903021","291618903021","93","9"
"G29016108903022","291618903022","93","9"
"G29016108903023","291618903023","93","9"
"G29016108904011","291618904011","GQ","GQ"
"G29016108904012","291618904012","GQ","GQ"
"G29016108904013","291618904013","77","7"
"G29016108904014","291618904014","77","7"
"G29016108904021","291618904021","GQ","GQ"
"G29016108905001","291618905001","66","5"
"G29016108905002","291618905002","77","7"
"G29016108905003","291618905003","90","9"
"G29016108906001","291618906001","92","9"
"G29016108906002","291618906002","90","9"
"G29016108906003","291618906003","85","8"
"G29016108907001","291618907001","61","4"
"G29016108907002","291618907002","74","6"
"G29016108907003","291618907003","81","7"
"G29016108908001","291618908001","GQ","GQ"
"G29016108908002","291618908002","92","9"
"G29016108908003","291618908003","79","7"
"G29016108908004","291618908004","88","8"
"G29016108909001","291618909001","78","7"
"G29016108909002","291618909002","83","8"
"G29016108909003","291618909003","55","3"
"G29016108910001","291618910001","54","3"
"G29016108910002","291618910002","41","2"
"G29016108910003","291618910003","38","2"
"G29016108910004","291618910004","39","2"
"G29016304601001","291634601001","89","9"
"G29016304601002","291634601002","89","9"
"G29016304601003","291634601003","89","9"
"G29016304601004","291634601004","89","9"
"G29016304602001","291634602001","74","6"
"G29016304602002","291634602002","88","8"
"G29016304602003","291634602003","69","5"
"G29016304603001","291634603001","GQ","GQ"
"G29016304603002","291634603002","73","6"
"G29016304603003","291634603003","66","5"
"G29016304603004","291634603004","79","7"
"G29016304604001","291634604001","89","9"
"G29016304604002","291634604002","92","9"
"G29016304604003","291634604003","92","9"
"G29016304605001","291634605001","71","6"
"G29016304605002","291634605002","71","6"
"G29016304605003","291634605003","91","9"
"G29016500300021","291650300021","53","3"
"G29016500300022","291650300022","57","4"
"G29016500300023","291650300023","84","8"
"G29016500300031","291650300031","50","3"
"G29016500300041","291650300041","45","2"
"G29016500300042","291650300042","40","2"
"G29016500300043","291650300043","42","2"
"G29016500300044","291650300044","48","3"
"G29016500301011","291650301011","40","2"
"G29016500301012","291650301012","39","2"
"G29016500301021","291650301021","64","5"
"G29016500301022","291650301022","15","1"
"G29016500301023","291650301023","30","1"
"G29016500301031","291650301031","50","3"
"G29016500301032","291650301032","13","1"
"G29016500301033","291650301033","52","3"
"G29016500301034","291650301034","83","8"
"G29016500302011","291650302011","23","1"
"G29016500302012","291650302012","16","1"
"G29016500302013","291650302013","33","1"
"G29016500302014","291650302014","PH","PH"
"G29016500302071","291650302071","28","1"
"G29016500302072","291650302072","40","2"
"G29016500302073","291650302073","51","3"
"G29016500302074","291650302074","31","1"
"G29016500302075","291650302075","25","1"
"G29016500302076","291650302076","35","2"
"G29016500302081","291650302081","42","2"
"G29016500302082","291650302082","13","1"
"G29016500302101","291650302101","33","1"
"G29016500302111","291650302111","40","2"
"G29016500302112","291650302112","56","4"
"G29016500302113","291650302113","50","3"
"G29016500302121","291650302121","44","2"
"G29016500302122","291650302122","49","3"
"G29016500302123","291650302123","46","2"
"G29016500302131","291650302131","56","4"
"G29016500302132","291650302132","59","4"
"G29016500302141","291650302141","61","4"
"G29016500302151","291650302151","65","5"
"G29016500302161","291650302161","37","2"
"G29016500302162","291650302162","45","2"
"G29016500303061","291650303061","22","1"
"G29016500303062","291650303062","25","1"
"G29016500303063","291650303063","14","1"
"G29016500303064","291650303064","PH","PH"
"G29016500303081","291650303081","43","2"
"G29016500303082","291650303082","40","2"
"G29016500303083","291650303083","39","2"
"G29016500303084","291650303084","43","2"
"G29016500303091","291650303091","38","2"
"G29016500303092","291650303092","46","2"
"G29016500303093","291650303093","36","2"
"G29016500303094","291650303094","50","3"
"G29016500303095","291650303095","35","2"
"G29016500303101","291650303101","49","3"
"G29016500303102","291650303102","32","1"
"G29016500303103","291650303103","55","3"
"G29016500304011","291650304011","33","1"
"G29016500304012","291650304012","23","1"
"G29016500304013","291650304013","30","1"
"G29016500304014","291650304014","18","1"
"G29016500305011","291650305011","62","4"
"G29016500305012","291650305012","49","3"
"G29016500305021","291650305021","80","7"
"G29016500305022","291650305022","66","5"
"G29016500305023","291650305023","70","6"
"G29016500305024","291650305024","66","5"
"G29016500306011","291650306011","85","8"
"G29016500306012","291650306012","30","1"
"G29016500306021","291650306021","56","4"
"G29016500306022","291650306022","39","2"
"G29016500306023","291650306023","65","5"
"G29016500306024","291650306024","36","2"
"G29016500306025","291650306025","62","4"
"G29016500307001","291650307001","47","3"
"G29016500307002","291650307002","63","4"
"G29016500307003","291650307003","PH","PH"
"G29016500307004","291650307004","33","1"
"G29016509800001","291659800001","PH","PH"
"G29016709601011","291679601011","95","10"
"G29016709601012","291679601012","66","5"
"G29016709601021","291679601021","73","6"
"G29016709601022","291679601022","91","9"
"G29016709601023","291679601023","82","7"
"G29016709601024","291679601024","82","7"
"G29016709602011","291679602011","65","5"
"G29016709602012","291679602012","67","5"
"G29016709602021","291679602021","50","3"
"G29016709602022","291679602022","87","8"
"G29016709602023","291679602023","80","7"
"G29016709603011","291679603011","72","6"
"G29016709603012","291679603012","70","6"
"G29016709603021","291679603021","78","7"
"G29016709603022","291679603022","71","6"
"G29016709603023","291679603023","76","6"
"G29016709604011","291679604011","GQ","GQ"
"G29016709604012","291679604012","73","6"
"G29016709604013","291679604013","72","6"
"G29016709604021","291679604021","60","4"
"G29016709604022","291679604022","66","5"
"G29016709604023","291679604023","65","5"
"G29016709604024","291679604024","63","5"
"G29016904701011","291694701011","71","6"
"G29016904701012","291694701012","65","5"
"G29016904701013","291694701013","77","7"
"G29016904701014","291694701014","78","7"
"G29016904701021","291694701021","69","5"
"G29016904701022","291694701022","69","5"
"G29016904701023","291694701023","85","8"
"G29016904702861","291694702861","57","4"
"G29016904702862","291694702862","55","3"
"G29016904702863","291694702863","52","3"
"G29016904702881","291694702881","64","5"
"G29016904702882","291694702882","60","4"
"G29016904702883","291694702883","56","4"
"G29016904702884","291694702884","68","5"
"G29016904702891","291694702891","62","4"
"G29016904702892","291694702892","58","4"
"G29016904703891","291694703891","GQ","GQ"
"G29016904703892","291694703892","63","5"
"G29016904703901","291694703901","63","5"
"G29016904703902","291694703902","64","5"
"G29016904704011","291694704011","61","4"
"G29016904704012","291694704012","57","4"
"G29016904704021","291694704021","60","4"
"G29016904704022","291694704022","60","4"
"G29016904704023","291694704023","60","4"
"G29016904704024","291694704024","60","4"
"G29016904705011","291694705011","62","4"
"G29016904705012","291694705012","61","4"
"G29016904705021","291694705021","85","8"
"G29016904705022","291694705022","89","9"
"G29016904706011","291694706011","65","5"
"G29016904706021","291694706021","62","4"
"G29017109601001","291719601001","69","5"
"G29017109601002","291719601002","69","5"
"G29017109601003","291719601003","66","5"
"G29017109601004","291719601004","73","6"
"G29017109602001","291719602001","78","7"
"G29017109602002","291719602002","93","9"
"G29017109602003","291719602003","96","10"
"G29017304701001","291734701001","68","5"
"G29017304701002","291734701002","89","9"
"G29017304701003","291734701003","74","6"
"G29017304702001","291734702001","59","4"
"G29017304702002","291734702002","60","4"
"G29017304702003","291734702003","69","5"
"G29017304703001","291734703001","68","5"
"G29017304703002","291734703002","89","9"
"G29017304703003","291734703003","72","6"
"G29017304703004","291734703004","79","7"
"G29017504901001","291754901001","63","5"
"G29017504901002","291754901002","57","4"
"G29017504901003","291754901003","72","6"
"G29017504902001","291754902001","73","6"
"G29017504902002","291754902002","78","7"
"G29017504902003","291754902003","91","9"
"G29017504902004","291754902004","82","7"
"G29017504903001","291754903001","99","10"
"G29017504903002","291754903002","98","10"
"G29017504903003","291754903003","99","10"
"G29017504903004","291754903004","94","9"
"G29017504903005","291754903005","99","10"
"G29017504904001","291754904001","56","4"
"G29017504904002","291754904002","95","10"
"G29017504904003","291754904003","83","8"
"G29017504905001","291754905001","95","10"
"G29017504905002","291754905002","93","9"
"G29017504905003","291754905003","67","5"
"G29017504905004","291754905004","63","5"
"G29017504906001","291754906001","GQ","GQ"
"G29017504906002","291754906002","63","5"
"G29017504906003","291754906003","96","10"
"G29017504906004","291754906004","79","7"
"G29017700800011","291770800011","59","4"
"G29017700800012","291770800012","52","3"
"G29017700800021","291770800021","47","3"
"G29017700800022","291770800022","57","4"
"G29017700800023","291770800023","48","3"
"G29017700800024","291770800024","69","5"
"G29017700800025","291770800025","75","6"
"G29017700801001","291770801001","70","6"
"G29017700801002","291770801002","65","5"
"G29017700801003","291770801003","90","9"
"G29017700802011","291770802011","79","7"
"G29017700802012","291770802012","85","8"
"G29017700802013","291770802013","71","6"
"G29017700802021","291770802021","89","9"
"G29017700802022","291770802022","53","3"
"G29017700802023","291770802023","78","7"
"G29017700802024","291770802024","83","8"
"G29017700803001","291770803001","77","7"
"G29017700803002","291770803002","63","5"
"G29017700803003","291770803003","58","4"
"G29017700803004","291770803004","46","2"
"G29017903801001","291793801001","80","7"
"G29017903801002","291793801002","80","7"
"G29017903801003","291793801003","90","9"
"G29017903802001","291793802001","95","10"
"G29017903802002","291793802002","96","10"
"G29017903802003","291793802003","67","5"
"G29018108701001","291818701001","89","9"
"G29018108701002","291818701002","96","10"
"G29018108701003","291818701003","95","10"
"G29018108701004","291818701004","94","9"
"G29018108702001","291818702001","90","9"
"G29018108702002","291818702002","93","9"
"G29018108702003","291818702003","90","9"
"G29018108703001","291818703001","91","9"
"G29018108703002","291818703002","90","9"
"G29018108703003","291818703003","83","8"
"G29018108703004","291818703004","91","9"
"G29018108704001","291818704001","82","7"
"G29018108704002","291818704002","95","10"
"G29018108704003","291818704003","94","9"
"G29018303101001","291833101001","66","5"
"G29018303101002","291833101002","54","3"
"G29018303101003","291833101003","51","3"
"G29018303102011","291833102011","36","2"
"G29018303102012","291833102012","37","2"
"G29018303102013","291833102013","37","2"
"G29018303102014","291833102014","36","2"
"G29018303102021","291833102021","36","2"
"G29018303102022","291833102022","49","3"
"G29018303103011","291833103011","53","3"
"G29018303103012","291833103012","51","3"
"G29018303103021","291833103021","67","5"
"G29018303103022","291833103022","52","3"
"G29018303104001","291833104001","47","3"
"G29018303104002","291833104002","77","7"
"G29018303105011","291833105011","64","5"
"G29018303105012","291833105012","GQ","GQ"
"G29018303105013","291833105013","GQ","GQ"
"G29018303105014","291833105014","78","7"
"G29018303105021","291833105021","GQ","GQ"
"G29018303105022","291833105022","58","4"
"G29018303106011","291833106011","59","4"
"G29018303106012","291833106012","GQ","GQ"
"G29018303106021","291833106021","24","1"
"G29018303106022","291833106022","54","3"
"G29018303106023","291833106023","55","3"
"G29018303107001","291833107001","73","6"
"G29018303107002","291833107002","73","6"
"G29018303107003","291833107003","66","5"
"G29018303108011","291833108011","37","2"
"G29018303108021","291833108021","65","5"
"G29018303108022","291833108022","62","4"
"G29018303108023","291833108023","59","4"
"G29018303108024","291833108024","61","4"
"G29018303109011","291833109011","74","6"
"G29018303109021","291833109021","50","3"
