"GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"G29004700209015","290470209015","77","7"
"G29004700209021","290470209021","68","5"
"G29004700209022","290470209022","72","6"
"G29004700210011","290470210011","76","6"
"G29004700210012","290470210012","79","7"
"G29004700210013","290470210013","76","6"
"G29004700210014","290470210014","60","4"
"G29004700210031","290470210031","57","4"
"G29004700210032","290470210032","47","3"
"G29004700210033","290470210033","38","2"
"G29004700210041","290470210041","66","5"
"G29004700210042","290470210042","79","7"
"G29004700210043","290470210043","71","6"
"G29004700210044","290470210044","73","6"
"G29004700211011","290470211011","76","6"
"G29004700211012","290470211012","73","6"
"G29004700211013","290470211013","74","6"
"G29004700211014","290470211014","73","6"
"G29004700211015","290470211015","72","6"
"G29004700211016","290470211016","67","5"
"G29004700211031","290470211031","59","4"
"G29004700211032","290470211032","44","2"
"G29004700211033","290470211033","61","4"
"G29004700211034","290470211034","53","3"
"G29004700211041","290470211041","62","4"
"G29004700211042","290470211042","68","5"
"G29004700211043","290470211043","74","6"
"G29004700211044","290470211044","65","5"
"G29004700211051","290470211051","70","5"
"G29004700211052","290470211052","64","5"
"G29004700211053","290470211053","45","2"
"G29004700211054","290470211054","57","4"
"G29004700212041","290470212041","64","5"
"G29004700212042","290470212042","64","5"
"G29004700212043","290470212043","64","5"
"G29004700212044","290470212044","64","5"
"G29004700212081","290470212081","63","4"
"G29004700212082","290470212082","60","4"
"G29004700212083","290470212083","63","4"
"G29004700212084","290470212084","64","5"
"G29004700212085","290470212085","68","5"
"G29004700212086","290470212086","54","3"
"G29004700212091","290470212091","59","4"
"G29004700212092","290470212092","38","2"
"G29004700212093","290470212093","41","2"
"G29004700212101","290470212101","41","2"
"G29004700212102","290470212102","51","3"
"G29004700212103","290470212103","26","1"
"G29004700212104","290470212104","70","5"
"G29004700212111","290470212111","63","4"
"G29004700212112","290470212112","56","3"
"G29004700212121","290470212121","35","2"
"G29004700212122","290470212122","34","1"
"G29004700212123","290470212123","27","1"
"G29004700212131","290470212131","60","4"
"G29004700212132","290470212132","70","5"
"G29004700212141","290470212141","34","1"
"G29004700213031","290470213031","24","1"
"G29004700213032","290470213032","21","1"
"G29004700213033","290470213033","12","1"
"G29004700213071","290470213071","42","2"
"G29004700213072","290470213072","42","2"
"G29004700213073","290470213073","37","2"
"G29004700213074","290470213074","35","2"
"G29004700213075","290470213075","55","3"
"G29004700213076","290470213076","45","2"
"G29004700213091","290470213091","18","1"
"G29004700213092","290470213092","11","1"
"G29004700213093","290470213093","15","1"
"G29004700213111","290470213111","33","1"
"G29004700213112","290470213112","40","2"
"G29004700213121","290470213121","22","1"
"G29004700213122","290470213122","43","2"
"G29004700213123","290470213123","33","1"
"G29004700213131","290470213131","57","4"
"G29004700213132","290470213132","46","2"
"G29004700213133","290470213133","36","2"
"G29004700213134","290470213134","41","2"
"G29004700213141","290470213141","33","1"
"G29004700213142","290470213142","47","3"
"G29004700213143","290470213143","57","4"
"G29004700213144","290470213144","57","4"
"G29004700214011","290470214011","GQ","GQ"
"G29004700214012","290470214012","39","2"
"G29004700214013","290470214013","34","1"
"G29004700214031","290470214031","76","6"
"G29004700214032","290470214032","75","6"
"G29004700214041","290470214041","48","3"
"G29004700214042","290470214042","34","1"
"G29004700214043","290470214043","47","3"
"G29004700216011","290470216011","40","2"
"G29004700216012","290470216012","43","2"
"G29004700216013","290470216013","52","3"
"G29004700216021","290470216021","30","1"
"G29004700216022","290470216022","58","4"
"G29004700217011","290470217011","61","4"
"G29004700217012","290470217012","65","5"
"G29004700217013","290470217013","57","4"
"G29004700217031","290470217031","69","5"
"G29004700217032","290470217032","91","9"
"G29004700217033","290470217033","76","6"
"G29004700217041","290470217041","75","6"
"G29004700217042","290470217042","77","7"
"G29004700217043","290470217043","57","4"
"G29004700218061","290470218061","34","1"
"G29004700218062","290470218062","40","2"
"G29004700218063","290470218063","77","7"
"G29004700218071","290470218071","50","3"
"G29004700218072","290470218072","42","2"
"G29004700218081","290470218081","32","1"
"G29004700218082","290470218082","35","2"
"G29004700218083","290470218083","38","2"
"G29004700218091","290470218091","31","1"
"G29004700218092","290470218092","29","1"
"G29004700218093","290470218093","31","1"
"G29004700218101","290470218101","24","1"
"G29004700218102","290470218102","27","1"
"G29004700218111","290470218111","35","2"
"G29004700218112","290470218112","37","2"
"G29004700218121","290470218121","46","2"
"G29004700218122","290470218122","42","2"
"G29004700218123","290470218123","55","3"
"G29004700219001","290470219001","35","2"
"G29004700219002","290470219002","19","1"
"G29004700219003","290470219003","34","1"
"G29004700219004","290470219004","23","1"
"G29004700220001","290470220001","50","3"
"G29004700220002","290470220002","51","3"
"G29004700220003","290470220003","51","3"
"G29004700221001","290470221001","71","6"
"G29004700221002","290470221002","68","5"
"G29004700221003","290470221003","73","6"
"G29004700221004","290470221004","69","5"
"G29004700221005","290470221005","73","6"
"G29004700221006","290470221006","70","5"
"G29004700222001","290470222001","62","4"
"G29004700222002","290470222002","67","5"
"G29004700222003","290470222003","80","7"
"G29004700223011","290470223011","71","6"
"G29004700223012","290470223012","70","5"
"G29004700223013","290470223013","39","2"
"G29004700223021","290470223021","48","3"
"G29004700223022","290470223022","41","2"
"G29004700223023","290470223023","PH","PH"
"G29004700223024","290470223024","29","1"
"G29004909601001","290499601001","74","6"
"G29004909601002","290499601002","76","6"
"G29004909601003","290499601003","82","7"
"G29004909601004","290499601004","67","5"
"G29004909601005","290499601005","69","5"
"G29004909602011","290499602011","73","6"
"G29004909602012","290499602012","56","3"
"G29004909602021","290499602021","57","4"
"G29004909602022","290499602022","48","3"
"G29004909602023","290499602023","65","5"
"G29004909603001","290499603001","71","6"
"G29004909603002","290499603002","83","8"
"G29004909603003","290499603003","58","4"
"G29004909603004","290499603004","46","2"
"G29004909604001","290499604001","39","2"
"G29004909604002","290499604002","75","6"
"G29004909604003","290499604003","62","4"
"G29005100103001","290510103001","64","5"
"G29005100103002","290510103002","63","4"
"G29005100103003","290510103003","50","3"
"G29005100103004","290510103004","90","9"
"G29005100104011","290510104011","71","6"
"G29005100104012","290510104012","47","3"
"G29005100104013","290510104013","67","5"
"G29005100104021","290510104021","53","3"
"G29005100104022","290510104022","61","4"
"G29005100104023","290510104023","82","7"
"G29005100105001","290510105001","87","8"
"G29005100105002","290510105002","81","7"
"G29005100105003","290510105003","GQ","GQ"
"G29005100105004","290510105004","83","8"
"G29005100106001","290510106001","78","7"
"G29005100106002","290510106002","82","7"
"G29005100106003","290510106003","89","8"
"G29005100106004","290510106004","89","8"
"G29005100107011","290510107011","49","3"
"G29005100107012","290510107012","55","3"
"G29005100107013","290510107013","61","4"
"G29005100107014","290510107014","52","3"
"G29005100107021","290510107021","59","4"
"G29005100107022","290510107022","63","4"
"G29005100107023","290510107023","49","3"
"G29005100107024","290510107024","72","6"
"G29005100108011","290510108011","69","5"
"G29005100108012","290510108012","56","3"
"G29005100108013","290510108013","50","3"
"G29005100108014","290510108014","58","4"
"G29005100108021","290510108021","38","2"
"G29005100108022","290510108022","32","1"
"G29005100108023","290510108023","52","3"
"G29005100109011","290510109011","55","3"
"G29005100109012","290510109012","74","6"
"G29005100109013","290510109013","46","2"
"G29005100109014","290510109014","74","6"
"G29005100109021","290510109021","75","6"
"G29005100109022","290510109022","92","9"
"G29005100109023","290510109023","35","2"
"G29005100201981","290510201981","GQ","GQ"
"G29005100201982","290510201982","40","2"
"G29005100201983","290510201983","42","2"
"G29005100202001","290510202001","37","2"
"G29005100202002","290510202002","48","3"
"G29005100202003","290510202003","41","2"
"G29005100203001","290510203001","52","3"
"G29005100203002","290510203002","52","3"
"G29005100203003","290510203003","71","6"
"G29005100204001","290510204001","78","7"
"G29005100204002","290510204002","60","4"
"G29005100204003","290510204003","59","4"
"G29005100205001","290510205001","46","2"
"G29005100205002","290510205002","77","7"
"G29005100206001","290510206001","59","4"
"G29005100206002","290510206002","31","1"
"G29005100206003","290510206003","49","3"
"G29005100207001","290510207001","93","9"
"G29005100207002","290510207002","95","10"
"G29005100207003","290510207003","90","9"
"G29005309501001","290539501001","48","3"
"G29005309501002","290539501002","59","4"
"G29005309502001","290539502001","GQ","GQ"
"G29005309502002","290539502002","82","7"
"G29005309503001","290539503001","71","6"
"G29005309503002","290539503002","71","6"
"G29005309503003","290539503003","73","6"
"G29005309504001","290539504001","85","8"
"G29005309504002","290539504002","68","5"
"G29005309505001","290539505001","70","5"
"G29005309505002","290539505002","81","7"
"G29005309505003","290539505003","58","4"
"G29005309505004","290539505004","89","8"
"G29005309505005","290539505005","76","6"
"G29005504501011","290554501011","66","5"
"G29005504501012","290554501012","61","4"
"G29005504501031","290554501031","76","6"
"G29005504501032","290554501032","79","7"
"G29005504501041","290554501041","73","6"
"G29005504501042","290554501042","84","8"
"G29005504502001","290554502001","88","8"
"G29005504502002","290554502002","89","8"
"G29005504502003","290554502003","90","9"
"G29005504502004","290554502004","89","8"
"G29005504503011","290554503011","67","5"
"G29005504503012","290554503012","59","4"
"G29005504503021","290554503021","83","8"
"G29005504503022","290554503022","83","8"
"G29005504503023","290554503023","86","8"
"G29005504503024","290554503024","90","9"
"G29005504504011","290554504011","67","5"
"G29005504504012","290554504012","93","9"
"G29005504504021","290554504021","69","5"
"G29005504504022","290554504022","87","8"
"G29005504504023","290554504023","91","9"
"G29005704801001","290574801001","86","8"
"G29005704801002","290574801002","92","9"
"G29005704801003","290574801003","98","10"
"G29005704801004","290574801004","80","7"
"G29005704801005","290574801005","82","7"
"G29005704802001","290574802001","87","8"
"G29005704802002","290574802002","75","6"
"G29005704802003","290574802003","70","5"
"G29005704802004","290574802004","90","9"
"G29005904801001","290594801001","92","9"
"G29005904801002","290594801002","94","9"
"G29005904801003","290594801003","83","8"
"G29005904801004","290594801004","81","7"
"G29005904802001","290594802001","78","7"
"G29005904802002","290594802002","79","7"
"G29005904802003","290594802003","79","7"
"G29005904802004","290594802004","79","7"
"G29005904802005","290594802005","79","7"
"G29005904803011","290594803011","86","8"
"G29005904803012","290594803012","71","6"
"G29005904803013","290594803013","73","6"
"G29005904803021","290594803021","63","4"
"G29005904803022","290594803022","61","4"
"G29005904803023","290594803023","78","7"
"G29006104701001","290614701001","83","8"
"G29006104701002","290614701002","46","2"
"G29006104701003","290614701003","80","7"
